Geneid	Elite_2017	Elite_2020	PI127826_2020	PI127826_2017	F2-73	F2-127	F2-28_concat	F2-151	F2-411	F2-445	F1
Solyc00g028550.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g028560.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g028760.1.1	8	0	0	0	0	0	5	0	0	0	0
Solyc00g028960.1.1	10	0	0	0	0	0	7	4	0	0	0
Solyc00g029060.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029070.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029080.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029090.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029190.2.1	20406	1701	2779	578	2877	46	15138	4	2528	0	3941
Solyc00g029290.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029300.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029500.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g029800.1.1	0	0	19	14	0	0	0	0	0	0	0
Solyc00g030000.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g030100.1.1	0	11	23	0	0	0	60	0	0	0	0
Solyc00g030110.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g030210.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g030510.2.1	0	11	2	0	0	18	4	0	0	2	0
Solyc00g030520.2.1	481	164	136	220	150	72	677	65	129	56	134
Solyc00g030820.1.1	9	2	0	0	20	2	3	9	2	0	4
Solyc00g031020.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031030.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031040.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031050.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031060.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031360.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031370.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031380.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031390.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031490.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031500.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031700.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031710.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031720.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g031730.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g032030.1.1	0	7	0	0	0	0	2	0	0	0	0
Solyc00g032230.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g032940.1.1	0	0	11	0	0	0	2	0	3	0	0
Solyc00g033460.2.1	2628	169	525	444	4	0	1915	23	39	36	247
Solyc00g033860.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g033870.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g033880.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g033890.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g033990.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g034000.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g034010.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g034810.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g035010.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g035020.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g036320.1.1	0	0	0	0	0	0	8	0	0	0	0
Solyc00g036520.1.1	0	1	16	0	12	15	29	3	42	54	0
Solyc00g036530.1.1	0	0	16	0	2	5	6	5	4	13	0
Solyc00g036540.1.1	0	20	41	0	0	5	94	0	9	7	0
Solyc00g036740.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g036750.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g036760.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g036960.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g038390.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g039290.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g039990.2.1	239	128	143	369	261	309	371	211	291	221	370
Solyc00g040290.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g040390.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g040490.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g041090.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g041190.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g041200.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g041210.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g041220.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g042120.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g042130.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g042140.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g042640.1.1	20	4	0	0	0	1	5	0	0	2	6
Solyc00g042840.1.1	32	5	1	0	2	11	9	16	0	44	43
Solyc00g042850.1.1	0	0	0	0	0	3	4	0	0	0	0
Solyc00g044350.2.1	116	48	70	0	8	51	380	14	42	4	42
Solyc00g044550.1.1	0	3	50	1	0	0	25	0	0	4	0
Solyc00g044750.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g045570.1.1	2	6	2	0	0	0	11	0	0	0	0
Solyc00g046570.1.1	0	2	0	0	0	0	0	0	0	0	0
Solyc00g046580.1.1	0	1	2	0	0	4	1	0	0	0	0
Solyc00g046980.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g047180.1.1	0	0	2	0	1	3	8	2	7	10	0
Solyc00g047190.1.1	0	1	14	0	4	13	14	0	3	19	2
Solyc00g047200.1.1	74	34	79	52	17	12	135	17	30	38	36
Solyc00g047700.2.1	3927	1226	805	1487	1726	1688	3592	1321	1640	2781	1993
Solyc00g047810.1.1	8	3	0	0	0	1	0	0	0	2	8
Solyc00g048410.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc00g048510.2.1	82	0	0	0	0	0	22	0	0	0	0
Solyc00g049210.1.1	17	33	294	39	34	116	370	44	186	357	13
Solyc00g049220.1.1	0	0	17	1	1	12	20	5	22	38	0
Solyc00g049520.2.1	522	132	345	50	6	51	182	0	80	112	190
Solyc00g049620.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g049920.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g050020.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g050030.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g050130.1.1	539	253	172	144	227	8	1076	813	359	22	391
Solyc00g050430.2.1	404	396	69	66	72	14	142	78	156	304	166
Solyc00g052430.2.1	25	24	139	7	36	52	150	44	107	209	0
Solyc00g052530.2.1	0	2	24	0	6	10	38	8	9	8	4
Solyc00g052540.1.1	0	4	20	0	5	12	12	2	19	23	0
Solyc00g052940.2.1	0	1	8	0	4	2	12	0	10	22	0
Solyc00g053440.2.1	696	174	112	978	18	30	574	19	84	94	360
Solyc00g053740.1.1	0	1	0	0	0	0	7	0	0	0	0
Solyc00g055940.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g055950.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g055960.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g055970.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g055980.1.1	0	1	0	0	0	0	0	0	0	0	0
Solyc00g056180.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g056680.1.1	150	42	34	834	162	288	190	154	208	249	300
Solyc00g057280.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g057880.2.1	0	16	8	0	9	0	43	21	9	4	4
Solyc00g058280.1.1	2	3	1	10	0	0	15	0	0	0	4
Solyc00g058480.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g058490.1.1	4	16	24	0	0	0	169	0	0	0	16
Solyc00g058890.1.1	96	73	7	0	5	0	110	26	10	0	20
Solyc00g058900.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g059100.2.1	336	73	62	270	274	167	318	154	150	229	178
Solyc00g059500.1.1	583	50	41	434	107	125	146	88	71	109	539
Solyc00g060700.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g060710.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g060810.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g062710.1.1	0	1	9	0	0	0	42	0	0	0	2
Solyc00g063110.2.1	0	0	0	0	0	0	3	0	0	0	0
Solyc00g063510.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g065510.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g065610.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g065620.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g065630.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g065930.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g065940.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g066140.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g066150.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g066350.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g066360.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g066370.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g067470.1.1	0	0	0	0	0	0	2	0	0	0	0
Solyc00g068970.2.1	5915	24849	67713	2075	36	114	117161	42	58	72	1542
Solyc00g068980.1.1	44	14482	30502	16	2	0	67724	0	0	0	12
Solyc00g069680.1.1	0	0	0	0	0	0	2	0	0	0	0
Solyc00g069880.2.1	0	9	49	6	33	20	85	17	37	70	0
Solyc00g070680.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g071180.2.1	4278	84	6	0	2	170	0	3	18	0	15
Solyc00g071580.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g071590.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g071600.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g072100.2.1	582	102	372	414	4	0	493	8	8	4	178
Solyc00g072400.2.1	0	13	1	0	2	0	2	4	0	14	0
Solyc00g072800.2.1	0	15	101	12	14	6	134	20	27	104	0
Solyc00g073200.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g073900.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g073910.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g074210.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g074810.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g074820.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g074830.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g075030.2.1	0	0	0	0	4	0	0	0	0	0	0
Solyc00g075040.1.1	0	0	0	4	2	10	66	6	17	4	17
Solyc00g075440.1.1	0	1	1	0	1	2	2	1	1	0	12
Solyc00g075450.2.1	4	73	76	0	0	19	231	4	6	5	54
Solyc00g076250.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g079050.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g080550.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g080750.2.1	108	373	617	926	286	1019	3038	598	570	40	862
Solyc00g082150.2.1	7641	1185	747	5340	2237	2042	3996	872	1584	2183	2366
Solyc00g082550.1.1	0	1	16	0	0	0	47	0	0	0	6
Solyc00g084650.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g084750.2.1	0	4	8	0	8	0	20	2	0	0	0
Solyc00g084760.1.1	4	6	1	0	5	46	8	0	8	4	4
Solyc00g084770.1.1	0	6	2	0	7	37	3	0	0	1	2
Solyc00g084870.2.1	2	16	20	0	0	0	43	0	0	0	8
Solyc00g085070.2.1	7711	1134	412	450	1490	1393	3158	180	3247	242	1712
Solyc00g085370.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g085770.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g085780.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g088080.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g088090.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g088190.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g088200.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g088210.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090110.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090120.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090130.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090430.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090630.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090640.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090650.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090660.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090860.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g090870.2.1	170	168	183	102	78	91	436	66	89	156	106
Solyc00g091170.2.1	4261	367	381	5108	1466	1077	1619	1387	1438	854	1134
Solyc00g092870.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g092880.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g092890.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g092900.1.1	6	2	0	0	0	0	0	0	0	0	5
Solyc00g093000.1.1	16	9	17	18	0	0	31	4	9	4	19
Solyc00g093100.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g093300.1.1	2	0	0	0	0	0	1	0	0	0	0
Solyc00g093310.1.1	6	6	0	0	0	0	1	0	0	0	0
Solyc00g094010.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g094020.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g094520.1.1	1	15	86	5	13	33	115	46	57	167	2
Solyc00g094530.1.1	24	20	106	28	17	43	143	65	79	218	9
Solyc00g094540.1.1	43	19	116	27	26	53	111	21	89	249	10
Solyc00g094550.1.1	0	2	17	4	1	2	12	1	7	6	0
Solyc00g094850.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g095450.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g095460.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g095760.1.1	365	104	53	742	109	54	200	24	52	119	54
Solyc00g095860.1.1	4981	2303	612	7410	2258	2127	2826	1966	932	6389	3190
Solyc00g096060.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g096460.1.1	175	20	19	123	60	24	51	86	100	57	306
Solyc00g097260.1.1	0	1	0	0	0	0	0	0	0	0	0
Solyc00g097760.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g097960.1.1	237	46	39	114	105	64	108	146	32	36	67
Solyc00g098560.2.1	398	97	88	204	20	22	466	14	26	52	361
Solyc00g099160.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g099460.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g099470.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g099570.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g099580.1.1	228	14	4	108	33	53	36	50	50	28	75
Solyc00g099880.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g100880.2.1	0	0	1	0	0	24	0	0	0	0	0
Solyc00g101700.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g102000.1.1	16	6041	13490	20	0	0	24713	0	0	0	0
Solyc00g102400.2.1	186	55	41	503	149	203	240	98	84	292	401
Solyc00g104200.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104210.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104310.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104320.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104330.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104630.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104730.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104740.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g104940.1.1	0	3	0	0	6	0	1	27	21	1	2
Solyc00g105340.1.1	0	0	5	0	0	0	0	0	61	0	0
Solyc00g105350.1.1	0	0	3	8	2	6	0	0	50	0	0
Solyc00g105750.1.1	4	2	1	0	0	2	1	4	0	0	0
Solyc00g106650.1.1	107	15	8	110	6	2	48	20	54	33	58
Solyc00g107050.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g107550.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g108550.1.1	0	16	275	48	24	62	166	73	84	324	2
Solyc00g109450.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g109850.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g109860.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g110060.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g110070.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc00g110370.1.1	0	0	2	0	0	0	1	0	0	0	0
Solyc00g110870.2.1	1891	104	110	2341	804	1320	458	426	756	1881	507
Solyc00g111170.1.1	0	1	18	0	0	0	0	0	0	0	0
Solyc00g111270.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g111370.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g111770.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g111780.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112190.2.1	0	2	34	8	18	20	21	6	20	36	10
Solyc00g112180.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112490.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112500.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112600.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112700.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112710.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112810.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112820.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g112830.1.1	0	0	0	0	0	0	0	1	0	0	0
Solyc00g112930.2.1	3	2	0	2	11	5	7	31	12	7	6
Solyc00g113230.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g113330.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g113730.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g113740.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g113750.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g114550.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g116150.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g117450.2.1	2276	382	212	760	547	217	1290	285	84	304	615
Solyc00g117650.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g118680.2.1	8	35	209	10	48	77	189	68	96	233	3
Solyc00g118690.1.1	6	31	49	9	28	40	104	26	36	126	5
Solyc00g120120.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g120820.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g120830.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g120930.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g121230.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g121730.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g122530.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g123030.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g123040.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g123240.1.1	0	0	3	0	0	0	12	0	0	0	0
Solyc00g124840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g124850.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g124860.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g125260.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g125270.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g125580.1.1	2	1	1	0	0	2	8	0	0	0	1
Solyc00g125980.1.1	10	67	122	5	104	175	275	140	130	880	29
Solyc00g125990.1.1	16	44	195	62	26	151	248	46	110	635	6
Solyc00g126000.1.1	8	86	83	11	54	95	205	39	103	517	7
Solyc00g126010.1.1	3	74	88	13	81	112	157	51	133	554	4
Solyc00g126420.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g126430.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g126440.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g127540.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g127550.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g127560.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g127660.2.1	656	460	314	445	255	212	1639	168	259	200	471
Solyc00g127670.1.1	159	48	61	142	133	67	160	101	102	82	58
Solyc00g127870.2.1	867	202	118	361	71	67	679	82	99	89	282
Solyc00g128870.2.1	1072	757	556	244	965	1354	1508	982	1947	1255	836
Solyc00g129670.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g129680.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g129880.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g129980.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130180.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130190.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130290.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130690.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130700.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130800.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g130810.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g131610.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g131710.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc00g133110.1.1	0	0	1	0	0	0	0	0	0	0	0
Solyc00g133710.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g133720.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g134620.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g134820.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g134830.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g134840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g135040.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g135050.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g135060.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g135260.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g136260.1.1	14	1	4	8	65	20	59	234	12	7	34
Solyc00g136560.2.1	5146	253	198	3040	207	196	1715	177	30	154	3439
Solyc00g138060.2.1	404	0	48	48	2	34	311	0	8	4	34
Solyc00g139760.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g140060.2.1	2436	145	27	1373	1200	1225	130	768	449	1099	1857
Solyc00g141360.1.1	0	0	1	0	0	0	18	0	0	0	0
Solyc00g141560.1.1	0	0	0	6	0	0	0	0	0	0	0
Solyc00g142160.1.1	2	13	62	2	12	61	22	24	39	69	2
Solyc00g142170.2.1	3	23	170	54	59	101	80	118	144	441	3
Solyc00g143770.1.1	80	34	13	86	2	0	71	0	2	2	72
Solyc00g144470.1.1	0	3	5	0	0	0	7	0	0	0	0
Solyc00g145170.1.1	0	0	0	0	0	75	13	4	0	0	2
Solyc00g147570.2.1	0	0	0	0	0	0	4	0	0	0	0
Solyc00g147770.1.1	163	100	289	1174	314	559	1156	382	294	167	463
Solyc00g149970.2.1	0	0	0	0	0	0	4	0	0	0	0
Solyc00g153680.1.1	0	2	0	0	10	0	2	12	12	0	5
Solyc00g153980.1.1	1	1	13	12	3	4	14	0	3	10	2
Solyc00g154480.1.1	0	0	0	0	0	0	3	0	0	0	0
Solyc00g154980.1.1	0	0	1	0	0	0	1	0	0	0	0
Solyc00g156980.2.1	1525	123	119	1174	18	22	129	62	315	16	176
Solyc00g157080.1.1	0	0	5	0	0	0	6	9	0	0	0
Solyc00g157180.2.1	0	6	1	2	0	0	16	2	0	6	4
Solyc00g160780.2.1	429	47	28	356	38	36	409	25	28	69	118
Solyc00g163580.1.1	0	0	4	0	0	0	0	0	0	0	0
Solyc00g164580.1.1	8	1	40	0	28	9	29	6	10	19	0
Solyc00g164680.1.1	300	57	15	188	30	34	76	116	79	110	577
Solyc00g165080.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g165090.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g165190.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g166190.1.1	0	0	0	0	0	0	0	0	1	0	0
Solyc00g166490.1.1	0	1	4	0	0	0	2	0	0	0	0
Solyc00g166690.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g167290.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g167300.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g167800.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g168200.1.1	29	8	0	0	20	0	39	56	23	27	93
Solyc00g170200.1.1	36	243	627	251	706	375	818	1551	884	1528	1336
Solyc00g170210.2.1	107	254	158	58	33	30	490	43	20	12	91
Solyc00g170510.1.1	0	0	0	0	0	0	1	0	0	0	0
Solyc00g171710.1.1	6	2	0	0	0	2	6	0	0	0	2
Solyc00g171810.2.1	177	798	2074	112	544	1458	1644	1032	1149	2670	94
Solyc00g172410.1.1	143	221	11	0	44	0	8	33	4	0	137
Solyc00g173430.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g174330.2.1	97	577	245	0	1626	0	8306	227	0	0	2248
Solyc00g174340.1.1	1572	618	88	0	11586	0	11232	1346	0	0	53527
Solyc00g175240.1.1	0	1	5	0	0	0	8	0	0	0	0
Solyc00g178340.1.1	0	2	0	0	0	0	0	0	6	22	149
Solyc00g179240.1.1	1116	66	48	407	44	32	387	74	25	44	536
Solyc00g179640.1.1	0	19	8	0	0	0	36	0	0	0	0
Solyc00g179840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g180440.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g180840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g181240.1.1	0	2	7	16	2	0	3	0	10	6	0
Solyc00g181250.2.1	0	3	93	0	18	45	66	30	30	86	0
Solyc00g183050.1.1	27	2	0	36	6	2	0	6	7	0	18
Solyc00g183550.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g184350.2.1	138	14	27	272	118	182	163	183	149	176	226
Solyc00g185750.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g185850.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g186050.1.1	57	58	11	0	14	24	6	8	6	0	20
Solyc00g187050.2.1	2061	225	252	134	514	10382	407	276	826	1330	1926
Solyc00g188250.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g188750.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc00g188850.2.1	38	14	57	48	59	8	2383	12	60	24	10
